attacked value ,,,,,,,healthy value,,,attacked value 
103.4991, 5/7/2015 11:40:00 AM,,,,,,116.797,,,103.4991
103.4991, 5/7/2015 11:40:01 AM,,,,,,116.797,,,103.4991
103.4991, 5/7/2015 11:40:02 AM,,,,,,116.9892,,,103.4991
103.4991, 5/7/2015 11:40:03 AM,,,,,,117.0854,,,103.4991
103.4991, 5/7/2015 11:40:04 AM,,,,,,117.0854,,,103.4991
103.4991, 5/7/2015 11:40:05 AM,,,,,,117.0854,,,103.4991
103.4671, 5/7/2015 11:40:06 AM,,,,,,117.0854,,,103.4671
103.403, 5/7/2015 11:40:07 AM,,,,,,116.7329,,,103.403
103.403, 5/7/2015 11:40:08 AM,,,,,,116.7329,,,103.403
103.3389, 5/7/2015 11:40:09 AM,,,,,,116.7329,,,103.3389
103.3389, 5/7/2015 11:40:10 AM,,,,,,116.7329,,,103.3389
103.3389, 5/7/2015 11:40:11 AM,,,,,,116.7329,,,103.3389
103.403, 5/7/2015 11:40:12 AM,,,,,,116.7329,,,103.403
103.5632, 5/7/2015 11:40:13 AM,,,,,,116.6368,,,103.5632
103.5632, 5/7/2015 11:40:14 AM,,,,,,116.6368,,,103.5632
103.7234, 5/7/2015 11:40:15 AM,,,,,,116.6368,,,103.7234
103.7234, 5/7/2015 11:40:16 AM,,,,,,116.8931,,,103.7234
103.7234, 5/7/2015 11:40:17 AM,,,,,,116.9572,,,103.7234
103.7234, 5/7/2015 11:40:18 AM,,,,,,117.2776,,,103.7234
103.403, 5/7/2015 11:40:19 AM,,,,,,117.2776,,,103.403
103.403, 5/7/2015 11:40:20 AM,,,,,,117.4058,,,103.403
103.403, 5/7/2015 11:40:21 AM,,,,,,117.7262,,,103.403
103.403, 5/7/2015 11:40:22 AM,,,,,,117.7262,,,103.403
103.403, 5/7/2015 11:40:23 AM,,,,,,117.7262,,,103.403
103.403, 5/7/2015 11:40:24 AM,,,,,,117.7262,,,103.403
103.403, 5/7/2015 11:40:25 AM,,,,,,117.7262,,,103.403
103.3389, 5/7/2015 11:40:26 AM,,,,,,117.9185,,,103.3389
103.3389, 5/7/2015 11:40:27 AM,,,,,,118.0146,,,103.3389
103.3389, 5/7/2015 11:40:28 AM,,,,,,118.0146,,,103.3389
103.3389, 5/7/2015 11:40:29 AM,,,,,,118.0146,,,103.3389
103.3389, 5/7/2015 11:40:30 AM,,,,,,117.534,,,103.3389
103.3389, 5/7/2015 11:40:31 AM,,,,,,117.534,,,103.3389
103.3389, 5/7/2015 11:40:32 AM,,,,,,117.6942,,,103.3389
103.3389, 5/7/2015 11:40:33 AM,,,,,,118.0146,,,103.3389
103.6914, 5/7/2015 11:40:34 AM,,,,,,118.0146,,,103.6914
103.6914, 5/7/2015 11:40:35 AM,,,,,,118.0146,,,103.6914
103.6914, 5/7/2015 11:40:36 AM,,,,,,117.8544,,,103.6914
103.2428, 5/7/2015 11:40:37 AM,,,,,,117.566,,,103.2428
103.1787, 5/7/2015 11:40:38 AM,,,,,,117.4699,,,103.1787
103.1787, 5/7/2015 11:40:39 AM,,,,,,117.4699,,,103.1787
103.1787, 5/7/2015 11:40:40 AM,,,,,,117.6301,,,103.1787
103.1787, 5/7/2015 11:40:41 AM,,,,,,117.7583,,,103.1787
103.1787, 5/7/2015 11:40:42 AM,,,,,,117.7583,,,103.1787
103.0185, 5/7/2015 11:40:43 AM,,,,,,117.7583,,,103.0185
102.666, 5/7/2015 11:40:44 AM,,,,,,117.7583,,,102.666
102.666, 5/7/2015 11:40:45 AM,,,,,,117.7583,,,102.666
102.3456, 5/7/2015 11:40:46 AM,,,,,,117.7583,,,102.3456
102.3456, 5/7/2015 11:40:47 AM,,,,,,117.9505,,,102.3456
102.2174, 5/7/2015 11:40:48 AM,,,,,,118.1107,,,102.2174
102.0251, 5/7/2015 11:40:49 AM,,,,,,118.335,,,102.0251
101.7047, 5/7/2015 11:40:50 AM,,,,,,118.4953,,,101.7047
101.7047, 5/7/2015 11:40:51 AM,,,,,,118.4953,,,101.7047
101.6086, 5/7/2015 11:40:52 AM,,,,,,118.4953,,,101.6086
101.3843, 5/7/2015 11:40:53 AM,,,,,,118.4953,,,101.3843
101.3843, 5/7/2015 11:40:54 AM,,,,,,118.4953,,,101.3843
101.2561, 5/7/2015 11:40:55 AM,,,,,,118.4953,,,101.2561
101.0638, 5/7/2015 11:40:56 AM,,,,,,118.4953,,,101.0638
100.9677, 5/7/2015 11:40:57 AM,,,,,,118.4953,,,100.9677
100.9677, 5/7/2015 11:40:58 AM,,,,,,118.7516,,,100.9677
100.9677, 5/7/2015 11:40:59 AM,,,,,,118.7516,,,100.9677
100.9677, 5/7/2015 11:41:00 AM,,,,,,118.7516,,,100.9677
100.6473, 5/7/2015 11:41:01 AM,,,,,,118.5273,,,100.6473
100.0385, 5/7/2015 11:41:02 AM,,,,,,118.5273,,,100.0385
100.0385, 5/7/2015 11:41:03 AM,,,,,,118.5273,,,100.0385
100.0385, 5/7/2015 11:41:04 AM,,,,,,118.5273,,,100.0385
99.52576, 5/7/2015 11:41:05 AM,,,,,,118.5273,,,99.52576
99.46168, 5/7/2015 11:41:06 AM,,,,,,118.8157,,,99.46168
99.23737, 5/7/2015 11:41:07 AM,,,,,,118.8157,,,99.23737
98.85286, 5/7/2015 11:41:08 AM,,,,,,118.8157,,,98.85286
98.85286, 5/7/2015 11:41:09 AM,,,,,,118.8157,,,98.85286
98.85286, 5/7/2015 11:41:10 AM,,,,,,118.8157,,,98.85286
98.85286, 5/7/2015 11:41:11 AM,,,,,,118.8157,,,98.85286
98.85286, 5/7/2015 11:41:12 AM,,,,,,118.8157,,,98.85286
98.6606, 5/7/2015 11:41:13 AM,,,,,,118.8157,,,98.6606
98.27608, 5/7/2015 11:41:14 AM,,,,,,119.2963,,,98.27608
98.27608, 5/7/2015 11:41:15 AM,,,,,,119.2963,,,98.27608
98.27608, 5/7/2015 11:41:16 AM,,,,,,119.2963,,,98.27608
97.7634, 5/7/2015 11:41:17 AM,,,,,,119.4886,,,97.7634
97.7634, 5/7/2015 11:41:18 AM,,,,,,119.4886,,,97.7634
97.37888, 5/7/2015 11:41:19 AM,,,,,,119.4886,,,97.37888
97.09049, 5/7/2015 11:41:20 AM,,,,,,119.4886,,,97.09049
96.77006, 5/7/2015 11:41:21 AM,,,,,,119.6809,,,96.77006
96.41759, 5/7/2015 11:41:22 AM,,,,,,119.6809,,,96.41759
96.32146, 5/7/2015 11:41:23 AM,,,,,,119.7129,,,96.32146
96.1292, 5/7/2015 11:41:24 AM,,,,,,119.7129,,,96.1292
96.1292, 5/7/2015 11:41:25 AM,,,,,,119.7129,,,96.1292
95.77673, 5/7/2015 11:41:26 AM,,,,,,119.7129,,,95.77673
95.77673, 5/7/2015 11:41:27 AM,,,,,,119.7129,,,95.77673
95.48833, 5/7/2015 11:41:28 AM,,,,,,119.809,,,95.48833
95.48833, 5/7/2015 11:41:29 AM,,,,,,119.9372,,,95.48833
95.45629, 5/7/2015 11:41:30 AM,,,,,,120.1615,,,95.45629
95.32812, 5/7/2015 11:41:31 AM,,,,,,120.1615,,,95.32812
95.32812, 5/7/2015 11:41:32 AM,,,,,,120.1615,,,95.32812
95.32812, 5/7/2015 11:41:33 AM,,,,,,120.4499,,,95.32812
95.52038, 5/7/2015 11:41:34 AM,,,,,,120.514,,,95.52038
95.96898, 5/7/2015 11:41:35 AM,,,,,,120.514,,,95.96898
95.96898, 5/7/2015 11:41:36 AM,,,,,,120.9626,,,95.96898
95.96898, 5/7/2015 11:41:37 AM,,,,,,120.9626,,,95.96898
95.96898, 5/7/2015 11:41:38 AM,,,,,,120.9626,,,95.96898
95.96898, 5/7/2015 11:41:39 AM,,,,,,120.9626,,,95.96898
96.1292, 5/7/2015 11:41:40 AM,,,,,,120.9626,,,96.1292
96.25737, 5/7/2015 11:41:41 AM,,,,,,120.9626,,,96.25737
96.25737, 5/7/2015 11:41:42 AM,,,,,,120.9626,,,96.25737
95.93694, 5/7/2015 11:41:43 AM,,,,,,120.6742,,,95.93694
95.71264, 5/7/2015 11:41:44 AM,,,,,,120.6101,,,95.71264
95.71264, 5/7/2015 11:41:45 AM,,,,,,120.6101,,,95.71264
95.71264, 5/7/2015 11:41:46 AM,,,,,,120.6101,,,95.71264
95.71264, 5/7/2015 11:41:47 AM,,,,,,120.6101,,,95.71264
95.71264, 5/7/2015 11:41:48 AM,,,,,,120.6101,,,95.71264
95.71264, 5/7/2015 11:41:49 AM,,,,,,120.8344,,,95.71264
95.71264, 5/7/2015 11:41:50 AM,,,,,,120.9305,,,95.71264
95.71264, 5/7/2015 11:41:51 AM,,,,,,121.2189,,,95.71264
95.71264, 5/7/2015 11:41:52 AM,,,,,,121.283,,,95.71264
95.71264, 5/7/2015 11:41:53 AM,,,,,,121.6034,,,95.71264
95.71264, 5/7/2015 11:41:54 AM,,,,,,121.6034,,,95.71264
95.71264, 5/7/2015 11:41:55 AM,,,,,,121.6034,,,95.71264
95.71264, 5/7/2015 11:41:56 AM,,,,,,121.6034,,,95.71264
95.71264, 5/7/2015 11:41:57 AM,,,,,,121.6034,,,95.71264
95.71264, 5/7/2015 11:41:58 AM,,,,,,122.0841,,,95.71264
95.71264, 5/7/2015 11:41:59 AM,,,,,,122.0841,,,95.71264
95.71264, 5/7/2015 11:42:00 AM,,,,,,122.0841,,,95.71264
95.71264, 5/7/2015 11:42:01 AM,,,,,,122.0841,,,95.71264
95.48833, 5/7/2015 11:42:02 AM,,,,,,122.0841,,,95.48833
95.45629, 5/7/2015 11:42:03 AM,,,,,,122.3404,,,95.45629
95.45629, 5/7/2015 11:42:04 AM,,,,,,122.3404,,,95.45629
95.45629, 5/7/2015 11:42:05 AM,,,,,,122.3404,,,95.45629
95.45629, 5/7/2015 11:42:06 AM,,,,,,122.4366,,,95.45629
94.91156, 5/7/2015 11:42:07 AM,,,,,,122.4366,,,94.91156
94.91156, 5/7/2015 11:42:08 AM,,,,,,122.4366,,,94.91156
94.91156, 5/7/2015 11:42:09 AM,,,,,,122.4366,,,94.91156
94.55909, 5/7/2015 11:42:10 AM,,,,,,122.4366,,,94.55909
94.55909, 5/7/2015 11:42:11 AM,,,,,,122.4366,,,94.55909
94.20661, 5/7/2015 11:42:12 AM,,,,,,122.4366,,,94.20661
94.17457, 5/7/2015 11:42:13 AM,,,,,,122.4366,,,94.17457
94.17457, 5/7/2015 11:42:14 AM,,,,,,122.4366,,,94.17457
94.17457, 5/7/2015 11:42:15 AM,,,,,,122.3725,,,94.17457
94.01436, 5/7/2015 11:42:16 AM,,,,,,122.0841,,,94.01436
94.01436, 5/7/2015 11:42:17 AM,,,,,,122.0841,,,94.01436
93.88618, 5/7/2015 11:42:18 AM,,,,,,122.0841,,,93.88618
93.88618, 5/7/2015 11:42:19 AM,,,,,,122.5006,,,93.88618
93.88618, 5/7/2015 11:42:20 AM,,,,,,122.5006,,,93.88618
93.88618, 5/7/2015 11:42:21 AM,,,,,,122.5006,,,93.88618
93.66188, 5/7/2015 11:42:22 AM,,,,,,122.7249,,,93.66188
93.43758, 5/7/2015 11:42:23 AM,,,,,,122.7249,,,93.43758
93.43758, 5/7/2015 11:42:24 AM,,,,,,122.7249,,,93.43758
93.11715, 5/7/2015 11:42:25 AM,,,,,,122.7249,,,93.11715
92.98898, 5/7/2015 11:42:26 AM,,,,,,123.1415,,,92.98898
92.66855, 5/7/2015 11:42:27 AM,,,,,,123.1415,,,92.66855
92.60446, 5/7/2015 11:42:28 AM,,,,,,123.1415,,,92.60446
92.60446, 5/7/2015 11:42:29 AM,,,,,,123.1415,,,92.60446
92.1879, 5/7/2015 11:42:30 AM,,,,,,122.9172,,,92.1879
92.1879, 5/7/2015 11:42:31 AM,,,,,,122.6609,,,92.1879
91.99564, 5/7/2015 11:42:32 AM,,,,,,122.6609,,,91.99564
91.89951, 5/7/2015 11:42:33 AM,,,,,,122.6609,,,91.89951
91.89951, 5/7/2015 11:42:34 AM,,,,,,123.0454,,,91.89951
91.89951, 5/7/2015 11:42:35 AM,,,,,,123.2376,,,91.89951
91.89951, 5/7/2015 11:42:36 AM,,,,,,123.4619,,,91.89951
91.7393, 5/7/2015 11:42:37 AM,,,,,,123.4619,,,91.7393
91.7393, 5/7/2015 11:42:38 AM,,,,,,123.4619,,,91.7393
91.7393, 5/7/2015 11:42:39 AM,,,,,,123.4619,,,91.7393
92.34811, 5/7/2015 11:42:40 AM,,,,,,123.4619,,,92.34811
92.34811, 5/7/2015 11:42:41 AM,,,,,,123.8144,,,92.34811
92.66855, 5/7/2015 11:42:42 AM,,,,,,123.8144,,,92.66855
92.79672, 5/7/2015 11:42:43 AM,,,,,,123.9746,,,92.79672
92.98898, 5/7/2015 11:42:44 AM,,,,,,123.9746,,,92.98898
92.98898, 5/7/2015 11:42:45 AM,,,,,,123.9746,,,92.98898
92.98898, 5/7/2015 11:42:46 AM,,,,,,123.9746,,,92.98898
92.98898, 5/7/2015 11:42:47 AM,,,,,,123.6862,,,92.98898
92.98898, 5/7/2015 11:42:48 AM,,,,,,123.6862,,,92.98898
92.82876, 5/7/2015 11:42:49 AM,,,,,,123.6862,,,92.82876
92.60446, 5/7/2015 11:42:50 AM,,,,,,124.1669,,,92.60446
92.15586, 5/7/2015 11:42:51 AM,,,,,,124.1669,,,92.15586
91.83543, 5/7/2015 11:42:52 AM,,,,,,124.1669,,,91.83543
91.57908, 5/7/2015 11:42:53 AM,,,,,,124.1669,,,91.57908
91.09843, 5/7/2015 11:42:54 AM,,,,,,124.1669,,,91.09843
91.03435, 5/7/2015 11:42:55 AM,,,,,,124.1669,,,91.03435
90.58575, 5/7/2015 11:42:56 AM,,,,,,124.1669,,,90.58575
90.58575, 5/7/2015 11:42:57 AM,,,,,,124.1669,,,90.58575
90.58575, 5/7/2015 11:42:58 AM,,,,,,124.2951,,,90.58575
90.58575, 5/7/2015 11:42:59 AM,,,,,,124.4873,,,90.58575
90.58575, 5/7/2015 11:43:00 AM,,,,,,124.7757,,,90.58575
90.58575, 5/7/2015 11:43:01 AM,,,,,,124.7757,,,90.58575
90.58575, 5/7/2015 11:43:02 AM,,,,,,124.7757,,,90.58575
90.42553, 5/7/2015 11:43:03 AM,,,,,,125.0641,,,90.42553
90.42553, 5/7/2015 11:43:04 AM,,,,,,125.0641,,,90.42553
90.42553, 5/7/2015 11:43:05 AM,,,,,,125.0641,,,90.42553
90.42553, 5/7/2015 11:43:06 AM,,,,,,125.0641,,,90.42553
90.42553, 5/7/2015 11:43:07 AM,,,,,,125.0641,,,90.42553
90.42553, 5/7/2015 11:43:08 AM,,,,,,125.3845,,,90.42553
90.13715, 5/7/2015 11:43:09 AM,,,,,,125.3845,,,90.13715
90.13715, 5/7/2015 11:43:10 AM,,,,,,125.3845,,,90.13715
89.8808, 5/7/2015 11:43:11 AM,,,,,,125.3845,,,89.8808
89.8808, 5/7/2015 11:43:12 AM,,,,,,125.3845,,,89.8808
89.8808, 5/7/2015 11:43:13 AM,,,,,,125.2563,,,89.8808
89.4322, 5/7/2015 11:43:14 AM,,,,,,125.2563,,,89.4322
89.30402, 5/7/2015 11:43:15 AM,,,,,,125.2563,,,89.30402
89.30402, 5/7/2015 11:43:16 AM,,,,,,125.2563,,,89.30402
89.17585, 5/7/2015 11:43:17 AM,,,,,,125.4806,,,89.17585
89.17585, 5/7/2015 11:43:18 AM,,,,,,125.4806,,,89.17585
88.95155, 5/7/2015 11:43:19 AM,,,,,,125.4806,,,88.95155
88.95155, 5/7/2015 11:43:20 AM,,,,,,125.4806,,,88.95155
88.95155, 5/7/2015 11:43:21 AM,,,,,,125.8011,,,88.95155
89.17585, 5/7/2015 11:43:22 AM,,,,,,125.8011,,,89.17585
89.17585, 5/7/2015 11:43:23 AM,,,,,,125.9293,,,89.17585
89.40015, 5/7/2015 11:43:24 AM,,,,,,126.0895,,,89.40015
89.40015, 5/7/2015 11:43:25 AM,,,,,,126.0895,,,89.40015
89.40015, 5/7/2015 11:43:26 AM,,,,,,125.9613,,,89.40015
89.6565, 5/7/2015 11:43:27 AM,,,,,,125.8972,,,89.6565
89.6565, 5/7/2015 11:43:28 AM,,,,,,125.8972,,,89.6565
89.6565, 5/7/2015 11:43:29 AM,,,,,,125.8972,,,89.6565
89.33607, 5/7/2015 11:43:30 AM,,,,,,125.8972,,,89.33607
89.33607, 5/7/2015 11:43:31 AM,,,,,,125.8972,,,89.33607
89.14381, 5/7/2015 11:43:32 AM,,,,,,125.8972,,,89.14381
88.91951, 5/7/2015 11:43:33 AM,,,,,,125.8972,,,88.91951
88.79134, 5/7/2015 11:43:34 AM,,,,,,125.8972,,,88.79134
88.53499, 5/7/2015 11:43:35 AM,,,,,,126.1856,,,88.53499
88.31069, 5/7/2015 11:43:36 AM,,,,,,126.1856,,,88.31069
88.31069, 5/7/2015 11:43:37 AM,,,,,,126.4419,,,88.31069
88.31069, 5/7/2015 11:43:38 AM,,,,,,126.5701,,,88.31069
87.95821, 5/7/2015 11:43:39 AM,,,,,,126.8265,,,87.95821
87.95821, 5/7/2015 11:43:40 AM,,,,,,126.8265,,,87.95821
87.95821, 5/7/2015 11:43:41 AM,,,,,,126.8265,,,87.95821
87.95821, 5/7/2015 11:43:42 AM,,,,,,126.6662,,,87.95821
87.95821, 5/7/2015 11:43:43 AM,,,,,,126.6662,,,87.95821
87.95821, 5/7/2015 11:43:44 AM,,,,,,126.6662,,,87.95821
87.95821, 5/7/2015 11:43:45 AM,,,,,,126.8905,,,87.95821
87.95821, 5/7/2015 11:43:46 AM,,,,,,126.8905,,,87.95821
87.86208, 5/7/2015 11:43:47 AM,,,,,,126.8905,,,87.86208
87.86208, 5/7/2015 11:43:48 AM,,,,,,126.8265,,,87.86208
87.47757, 5/7/2015 11:43:49 AM,,,,,,126.7624,,,87.47757
87.47757, 5/7/2015 11:43:50 AM,,,,,,126.7624,,,87.47757
87.47757, 5/7/2015 11:43:51 AM,,,,,,126.7624,,,87.47757
87.18918, 5/7/2015 11:43:52 AM,,,,,,126.7624,,,87.18918
87.18918, 5/7/2015 11:43:53 AM,,,,,,126.7624,,,87.18918
87.18918, 5/7/2015 11:43:54 AM,,,,,,126.7624,,,87.18918
86.90079, 5/7/2015 11:43:55 AM,,,,,,126.9867,,,86.90079
86.74058, 5/7/2015 11:43:56 AM,,,,,,127.243,,,86.74058
86.74058, 5/7/2015 11:43:57 AM,,,,,,127.3391,,,86.74058
86.74058, 5/7/2015 11:43:58 AM,,,,,,127.5314,,,86.74058
86.74058, 5/7/2015 11:43:59 AM,,,,,,127.5314,,,86.74058
86.6124, 5/7/2015 11:44:00 AM,,,,,,127.5314,,,86.6124
86.6124, 5/7/2015 11:44:01 AM,,,,,,127.5314,,,86.6124
86.6124, 5/7/2015 11:44:02 AM,,,,,,127.5314,,,86.6124
86.29198, 5/7/2015 11:44:03 AM,,,,,,127.5314,,,86.29198
86.29198, 5/7/2015 11:44:04 AM,,,,,,127.5314,,,86.29198
86.67649, 5/7/2015 11:44:05 AM,,,,,,127.5314,,,86.67649
86.67649, 5/7/2015 11:44:06 AM,,,,,,127.5314,,,86.67649
86.93284, 5/7/2015 11:44:07 AM,,,,,,127.5314,,,86.93284
87.02897, 5/7/2015 11:44:08 AM,,,,,,127.1789,,,87.02897
87.02897, 5/7/2015 11:44:09 AM,,,,,,127.1789,,,87.02897
87.02897, 5/7/2015 11:44:10 AM,,,,,,127.1789,,,87.02897
87.02897, 5/7/2015 11:44:11 AM,,,,,,127.3712,,,87.02897
87.02897, 5/7/2015 11:44:12 AM,,,,,,127.6275,,,87.02897
87.02897, 5/7/2015 11:44:13 AM,,,,,,127.6275,,,87.02897
87.02897, 5/7/2015 11:44:14 AM,,,,,,127.6275,,,87.02897
87.02897, 5/7/2015 11:44:15 AM,,,,,,127.6275,,,87.02897
87.18918, 5/7/2015 11:44:16 AM,,,,,,127.6275,,,87.18918
87.18918, 5/7/2015 11:44:17 AM,,,,,,127.8518,,,87.18918
86.74058, 5/7/2015 11:44:18 AM,,,,,,127.8518,,,86.74058
86.74058, 5/7/2015 11:44:19 AM,,,,,,128.0441,,,86.74058
86.74058, 5/7/2015 11:44:20 AM,,,,,,128.0441,,,86.74058
86.74058, 5/7/2015 11:44:21 AM,,,,,,128.0441,,,86.74058
87.22122, 5/7/2015 11:44:22 AM,,,,,,128.0441,,,87.22122
87.22122, 5/7/2015 11:44:23 AM,,,,,,128.3004,,,87.22122
87.22122, 5/7/2015 11:44:24 AM,,,,,,128.3004,,,87.22122
87.22122, 5/7/2015 11:44:25 AM,,,,,,128.3004,,,87.22122
87.06101, 5/7/2015 11:44:26 AM,,,,,,128.3004,,,87.06101
87.06101, 5/7/2015 11:44:27 AM,,,,,,128.3004,,,87.06101
87.06101, 5/7/2015 11:44:28 AM,,,,,,128.4927,,,87.06101
87.06101, 5/7/2015 11:44:29 AM,,,,,,128.4927,,,87.06101
86.77262, 5/7/2015 11:44:30 AM,,,,,,128.4927,,,86.77262
86.67649, 5/7/2015 11:44:31 AM,,,,,,128.4927,,,86.67649
86.67649, 5/7/2015 11:44:32 AM,,,,,,128.4927,,,86.67649
86.38811, 5/7/2015 11:44:33 AM,,,,,,128.4927,,,86.38811
86.38811, 5/7/2015 11:44:34 AM,,,,,,128.4927,,,86.38811
86.38811, 5/7/2015 11:44:35 AM,,,,,,128.0441,,,86.38811
86.38811, 5/7/2015 11:44:36 AM,,,,,,127.8518,,,86.38811
86.03563, 5/7/2015 11:44:37 AM,,,,,,127.6916,,,86.03563
86.03563, 5/7/2015 11:44:38 AM,,,,,,127.243,,,86.03563
85.87542, 5/7/2015 11:44:39 AM,,,,,,127.243,,,85.87542
85.55499, 5/7/2015 11:44:40 AM,,,,,,126.7303,,,85.55499
85.55499, 5/7/2015 11:44:41 AM,,,,,,126.5701,,,85.55499
85.23456, 5/7/2015 11:44:42 AM,,,,,,126.0254,,,85.23456
84.91412, 5/7/2015 11:44:43 AM,,,,,,125.6088,,,84.91412
84.65778, 5/7/2015 11:44:44 AM,,,,,,125.3845,,,84.65778
84.65778, 5/7/2015 11:44:45 AM,,,,,,125.3845,,,84.65778
84.30531, 5/7/2015 11:44:46 AM,,,,,,125.3845,,,84.30531
84.30531, 5/7/2015 11:44:47 AM,,,,,,125.3845,,,84.30531
84.17713, 5/7/2015 11:44:48 AM,,,,,,125.3845,,,84.17713
84.17713, 5/7/2015 11:44:49 AM,,,,,,125.3845,,,84.17713
84.17713, 5/7/2015 11:44:50 AM,,,,,,125.3845,,,84.17713
84.17713, 5/7/2015 11:44:51 AM,,,,,,125,,,84.17713
84.04897, 5/7/2015 11:44:52 AM,,,,,,125,,,84.04897
83.95284, 5/7/2015 11:44:53 AM,,,,,,125,,,83.95284
83.95284, 5/7/2015 11:44:54 AM,,,,,,124.8398,,,83.95284
84.20918, 5/7/2015 11:44:55 AM,,,,,,124.8398,,,84.20918
84.36939, 5/7/2015 11:44:56 AM,,,,,,124.7757,,,84.36939
84.52961, 5/7/2015 11:44:57 AM,,,,,,124.6475,,,84.52961
84.52961, 5/7/2015 11:44:58 AM,,,,,,124.1348,,,84.52961
84.52961, 5/7/2015 11:44:59 AM,,,,,,123.8785,,,84.52961
84.52961, 5/7/2015 11:45:00 AM,,,,,,123.526,,,84.52961
84.52961, 5/7/2015 11:45:01 AM,,,,,,123.526,,,84.52961
84.52961, 5/7/2015 11:45:02 AM,,,,,,122.9813,,,84.52961
84.52961, 5/7/2015 11:45:03 AM,,,,,,122.7249,,,84.52961
84.52961, 5/7/2015 11:45:04 AM,,,,,,122.02,,,84.52961
84.52961, 5/7/2015 11:45:05 AM,,,,,,121.5714,,,84.52961
84.52961, 5/7/2015 11:45:06 AM,,,,,,121.0587,,,84.52961
84.30531, 5/7/2015 11:45:07 AM,,,,,,120.6421,,,84.30531
84.30531, 5/7/2015 11:45:08 AM,,,,,,120.3538,,,84.30531
84.30531, 5/7/2015 11:45:09 AM,,,,,,120.0974,,,84.30531
84.30531, 5/7/2015 11:45:10 AM,,,,,,119.809,,,84.30531
84.30531, 5/7/2015 11:45:11 AM,,,,,,119.3925,,,84.30531
84.30531, 5/7/2015 11:45:12 AM,,,,,,119.3925,,,84.30531
84.30531, 5/7/2015 11:45:13 AM,,,,,,119.2963,,,84.30531
84.30531, 5/7/2015 11:45:14 AM,,,,,,119.2963,,,84.30531
84.30531, 5/7/2015 11:45:15 AM,,,,,,119.2963,,,84.30531
84.30531, 5/7/2015 11:45:16 AM,,,,,,119.3925,,,84.30531
84.68982, 5/7/2015 11:45:17 AM,,,,,,119.6168,,,84.68982
84.68982, 5/7/2015 11:45:18 AM,,,,,,119.6168,,,84.68982
85.07434, 5/7/2015 11:45:19 AM,,,,,,119.6168,,,85.07434
85.17047, 5/7/2015 11:45:20 AM,,,,,,119.5527,,,85.17047
85.17047, 5/7/2015 11:45:21 AM,,,,,,119.5206,,,85.17047
85.17047, 5/7/2015 11:45:22 AM,,,,,,119.5206,,,85.17047
85.65112, 5/7/2015 11:45:23 AM,,,,,,119.2002,,,85.65112
85.65112, 5/7/2015 11:45:24 AM,,,,,,119.072,,,85.65112
85.65112, 5/7/2015 11:45:25 AM,,,,,,118.7516,,,85.65112
85.97154, 5/7/2015 11:45:26 AM,,,,,,118.7516,,,85.97154
85.97154, 5/7/2015 11:45:27 AM,,,,,,118.7516,,,85.97154
85.97154, 5/7/2015 11:45:28 AM,,,,,,118.7516,,,85.97154
85.97154, 5/7/2015 11:45:29 AM,,,,,,118.7516,,,85.97154
85.97154, 5/7/2015 11:45:30 AM,,,,,,119.04,,,85.97154
85.97154, 5/7/2015 11:45:31 AM,,,,,,119.3284,,,85.97154
85.97154, 5/7/2015 11:45:32 AM,,,,,,119.3284,,,85.97154
85.97154, 5/7/2015 11:45:33 AM,,,,,,119.3284,,,85.97154
85.97154, 5/7/2015 11:45:34 AM,,,,,,118.8798,,,85.97154
85.97154, 5/7/2015 11:45:35 AM,,,,,,118.5273,,,85.97154
85.97154, 5/7/2015 11:45:36 AM,,,,,,118.1107,,,85.97154
85.97154, 5/7/2015 11:45:37 AM,,,,,,117.9505,,,85.97154
85.97154, 5/7/2015 11:45:38 AM,,,,,,117.1495,,,85.97154
85.97154, 5/7/2015 11:45:39 AM,,,,,,116.4765,,,85.97154
85.97154, 5/7/2015 11:45:40 AM,,,,,,115.9959,,,85.97154
85.77929, 5/7/2015 11:45:41 AM,,,,,,115.4512,,,85.77929
85.77929, 5/7/2015 11:45:42 AM,,,,,,114.9705,,,85.77929
85.77929, 5/7/2015 11:45:43 AM,,,,,,114.9705,,,85.77929
85.77929, 5/7/2015 11:45:44 AM,,,,,,114.0733,,,85.77929
85.77929, 5/7/2015 11:45:45 AM,,,,,,114.0733,,,85.77929
85.39477, 5/7/2015 11:45:46 AM,,,,,,113.8811,,,85.39477
85.39477, 5/7/2015 11:45:47 AM,,,,,,113.7529,,,85.39477
85.39477, 5/7/2015 11:45:48 AM,,,,,,113.7529,,,85.39477
85.39477, 5/7/2015 11:45:49 AM,,,,,,113.4645,,,85.39477
85.39477, 5/7/2015 11:45:50 AM,,,,,,113.2402,,,85.39477
85.39477, 5/7/2015 11:45:51 AM,,,,,,113.2402,,,85.39477
85.39477, 5/7/2015 11:45:52 AM,,,,,,113.2082,,,85.39477
85.23456, 5/7/2015 11:45:53 AM,,,,,,113.2082,,,85.23456
85.23456, 5/7/2015 11:45:54 AM,,,,,,113.2082,,,85.23456
85.23456, 5/7/2015 11:45:55 AM,,,,,,113.2082,,,85.23456
85.13843, 5/7/2015 11:45:56 AM,,,,,,113.2082,,,85.13843
85.13843, 5/7/2015 11:45:57 AM,,,,,,113.2082,,,85.13843
84.94617, 5/7/2015 11:45:58 AM,,,,,,113.2082,,,84.94617
