attacked value ,,,,,,,healthy value,,,attacked value 
85.29865, 5/7/2015 11:51:57 AM,,,,,,91.35478,,,85.29865
85.29865, 5/7/2015 11:51:58 AM,,,,,,91.19456,,,85.29865
85.29865, 5/7/2015 11:51:59 AM,,,,,,91.0023,,,85.29865
85.29865, 5/7/2015 11:52:00 AM,,,,,,91.0023,,,85.29865
85.29865, 5/7/2015 11:52:01 AM,,,,,,90.74596,,,85.29865
85.29865, 5/7/2015 11:52:02 AM,,,,,,90.58575,,,85.29865
85.29865, 5/7/2015 11:52:03 AM,,,,,,90.45757,,,85.29865
85.29865, 5/7/2015 11:52:04 AM,,,,,,90.45757,,,85.29865
85.29865, 5/7/2015 11:52:05 AM,,,,,,90.45757,,,85.29865
85.29865, 5/7/2015 11:52:06 AM,,,,,,90.45757,,,85.29865
85.29865, 5/7/2015 11:52:07 AM,,,,,,90.45757,,,85.29865
85.29865, 5/7/2015 11:52:08 AM,,,,,,90.45757,,,85.29865
85.29865, 5/7/2015 11:52:09 AM,,,,,,90.45757,,,85.29865
85.29865, 5/7/2015 11:52:10 AM,,,,,,90.5537,,,85.29865
85.23456, 5/7/2015 11:52:11 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:12 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:13 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:14 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:15 AM,,,,,,90.36144,,,85.23456
85.23456, 5/7/2015 11:52:16 AM,,,,,,90.36144,,,85.23456
85.23456, 5/7/2015 11:52:17 AM,,,,,,90.36144,,,85.23456
85.23456, 5/7/2015 11:52:18 AM,,,,,,89.8808,,,85.23456
85.23456, 5/7/2015 11:52:19 AM,,,,,,89.8808,,,85.23456
85.23456, 5/7/2015 11:52:20 AM,,,,,,89.8808,,,85.23456
85.23456, 5/7/2015 11:52:21 AM,,,,,,89.8808,,,85.23456
85.23456, 5/7/2015 11:52:22 AM,,,,,,89.81671,,,85.23456
85.23456, 5/7/2015 11:52:23 AM,,,,,,89.6565,,,85.23456
85.23456, 5/7/2015 11:52:24 AM,,,,,,89.8808,,,85.23456
85.23456, 5/7/2015 11:52:25 AM,,,,,,90.29736,,,85.23456
85.23456, 5/7/2015 11:52:26 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:27 AM,,,,,,90.58575,,,85.23456
85.23456, 5/7/2015 11:52:28 AM,,,,,,90.58575,,,85.23456
85.23456, 5/7/2015 11:52:29 AM,,,,,,90.58575,,,85.23456
85.23456, 5/7/2015 11:52:30 AM,,,,,,90.58575,,,85.23456
85.23456, 5/7/2015 11:52:31 AM,,,,,,90.58575,,,85.23456
85.23456, 5/7/2015 11:52:32 AM,,,,,,90.84209,,,85.23456
85.23456, 5/7/2015 11:52:33 AM,,,,,,90.84209,,,85.23456
85.23456, 5/7/2015 11:52:34 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:35 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:36 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:37 AM,,,,,,90.5537,,,85.23456
85.23456, 5/7/2015 11:52:38 AM,,,,,,90.5537,,,85.23456
85.42681, 5/7/2015 11:52:39 AM,,,,,,90.5537,,,85.42681
85.42681, 5/7/2015 11:52:40 AM,,,,,,90.5537,,,85.42681
85.42681, 5/7/2015 11:52:41 AM,,,,,,90.5537,,,85.42681
85.42681, 5/7/2015 11:52:42 AM,,,,,,90.5537,,,85.42681
85.42681, 5/7/2015 11:52:43 AM,,,,,,90.07306,,,85.42681
85.29865, 5/7/2015 11:52:44 AM,,,,,,90.07306,,,85.29865
85.29865, 5/7/2015 11:52:45 AM,,,,,,90.07306,,,85.29865
85.29865, 5/7/2015 11:52:46 AM,,,,,,90.07306,,,85.29865
85.29865, 5/7/2015 11:52:47 AM,,,,,,89.97693,,,85.29865
85.29865, 5/7/2015 11:52:48 AM,,,,,,89.75262,,,85.29865
85.29865, 5/7/2015 11:52:49 AM,,,,,,89.46424,,,85.29865
85.29865, 5/7/2015 11:52:50 AM,,,,,,89.46424,,,85.29865
85.29865, 5/7/2015 11:52:51 AM,,,,,,89.46424,,,85.29865
85.29865, 5/7/2015 11:52:52 AM,,,,,,89.46424,,,85.29865
85.29865, 5/7/2015 11:52:53 AM,,,,,,89.46424,,,85.29865
85.29865, 5/7/2015 11:52:54 AM,,,,,,89.46424,,,85.29865
85.29865, 5/7/2015 11:52:55 AM,,,,,,89.46424,,,85.29865
85.29865, 5/7/2015 11:52:56 AM,,,,,,89.14381,,,85.29865
85.29865, 5/7/2015 11:52:57 AM,,,,,,89.14381,,,85.29865
85.29865, 5/7/2015 11:52:58 AM,,,,,,89.14381,,,85.29865
85.29865, 5/7/2015 11:52:59 AM,,,,,,89.14381,,,85.29865
85.29865, 5/7/2015 11:53:00 AM,,,,,,89.14381,,,85.29865
85.29865, 5/7/2015 11:53:01 AM,,,,,,89.8808,,,85.29865
85.29865, 5/7/2015 11:53:02 AM,,,,,,89.8808,,,85.29865
85.29865, 5/7/2015 11:53:03 AM,,,,,,90.1051,,,85.29865
85.29865, 5/7/2015 11:53:04 AM,,,,,,90.29736,,,85.29865
85.29865, 5/7/2015 11:53:05 AM,,,,,,90.29736,,,85.29865
85.29865, 5/7/2015 11:53:06 AM,,,,,,90.29736,,,85.29865
85.29865, 5/7/2015 11:53:07 AM,,,,,,90.29736,,,85.29865
85.29865, 5/7/2015 11:53:08 AM,,,,,,90.29736,,,85.29865
85.29865, 5/7/2015 11:53:09 AM,,,,,,89.8808,,,85.29865
85.29865, 5/7/2015 11:53:10 AM,,,,,,89.8808,,,85.29865
85.29865, 5/7/2015 11:53:11 AM,,,,,,89.49628,,,85.29865
85.29865, 5/7/2015 11:53:12 AM,,,,,,89.40015,,,85.29865
85.29865, 5/7/2015 11:53:13 AM,,,,,,89.17585,,,85.29865
85.29865, 5/7/2015 11:53:14 AM,,,,,,88.95155,,,85.29865
85.29865, 5/7/2015 11:53:15 AM,,,,,,88.91951,,,85.29865
85.29865, 5/7/2015 11:53:16 AM,,,,,,88.91951,,,85.29865
85.29865, 5/7/2015 11:53:17 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:18 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:19 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:20 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:21 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:22 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:23 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:24 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:25 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:26 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:27 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:28 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:29 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:30 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:31 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:32 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:33 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:34 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:35 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:36 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:37 AM,,,,,,88.63112,,,85.29865
85.29865, 5/7/2015 11:53:38 AM,,,,,,88.18252,,,85.29865
85.29865, 5/7/2015 11:53:39 AM,,,,,,87.86208,,,85.29865
85.29865, 5/7/2015 11:53:40 AM,,,,,,87.5737,,,85.29865
85.29865, 5/7/2015 11:53:41 AM,,,,,,87.31735,,,85.29865
85.29865, 5/7/2015 11:53:42 AM,,,,,,86.90079,,,85.29865
85.29865, 5/7/2015 11:53:43 AM,,,,,,86.90079,,,85.29865
85.29865, 5/7/2015 11:53:44 AM,,,,,,86.58036,,,85.29865
85.29865, 5/7/2015 11:53:45 AM,,,,,,86.58036,,,85.29865
85.29865, 5/7/2015 11:53:46 AM,,,,,,86.58036,,,85.29865
85.29865, 5/7/2015 11:53:47 AM,,,,,,86.58036,,,85.29865
85.29865, 5/7/2015 11:53:48 AM,,,,,,86.35606,,,85.29865
85.29865, 5/7/2015 11:53:49 AM,,,,,,86.22789,,,85.29865
85.29865, 5/7/2015 11:53:50 AM,,,,,,86.13176,,,85.29865
85.29865, 5/7/2015 11:53:51 AM,,,,,,86.13176,,,85.29865
85.29865, 5/7/2015 11:53:52 AM,,,,,,85.77929,,,85.29865
85.29865, 5/7/2015 11:53:53 AM,,,,,,85.7152,,,85.29865
85.29865, 5/7/2015 11:53:54 AM,,,,,,85.7152,,,85.29865
85.29865, 5/7/2015 11:53:55 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:53:56 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:53:57 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:53:58 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:53:59 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:54:00 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:54:01 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:54:02 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:54:03 AM,,,,,,85.58703,,,85.29865
85.29865, 5/7/2015 11:54:04 AM,,,,,,85.58703,,,85.29865
85.29865, 5/7/2015 11:54:05 AM,,,,,,85.58703,,,85.29865
85.29865, 5/7/2015 11:54:06 AM,,,,,,85.58703,,,85.29865
85.29865, 5/7/2015 11:54:07 AM,,,,,,85.39477,,,85.29865
85.29865, 5/7/2015 11:54:08 AM,,,,,,85.2666,,,85.29865
85.29865, 5/7/2015 11:54:09 AM,,,,,,85.2666,,,85.29865
85.29865, 5/7/2015 11:54:10 AM,,,,,,84.97821,,,85.29865
85.29865, 5/7/2015 11:54:11 AM,,,,,,84.65778,,,85.29865
85.29865, 5/7/2015 11:54:12 AM,,,,,,84.65778,,,85.29865
85.29865, 5/7/2015 11:54:13 AM,,,,,,84.27326,,,85.29865
85.29865, 5/7/2015 11:54:14 AM,,,,,,84.01692,,,85.29865
85.29865, 5/7/2015 11:54:15 AM,,,,,,83.72853,,,85.29865
85.29865, 5/7/2015 11:54:16 AM,,,,,,83.72853,,,85.29865
85.29865, 5/7/2015 11:54:17 AM,,,,,,83.31197,,,85.29865
85.29865, 5/7/2015 11:54:18 AM,,,,,,83.31197,,,85.29865
85.29865, 5/7/2015 11:54:19 AM,,,,,,83.31197,,,85.29865
85.29865, 5/7/2015 11:54:20 AM,,,,,,83.31197,,,85.29865
85.29865, 5/7/2015 11:54:21 AM,,,,,,83.31197,,,85.29865
85.29865, 5/7/2015 11:54:22 AM,,,,,,83.05563,,,85.29865
85.29865, 5/7/2015 11:54:23 AM,,,,,,83.05563,,,85.29865
85.29865, 5/7/2015 11:54:24 AM,,,,,,83.05563,,,85.29865
85.29865, 5/7/2015 11:54:25 AM,,,,,,83.05563,,,85.29865
85.29865, 5/7/2015 11:54:26 AM,,,,,,82.86337,,,85.29865
85.29865, 5/7/2015 11:54:27 AM,,,,,,82.86337,,,85.29865
85.29865, 5/7/2015 11:54:28 AM,,,,,,82.86337,,,85.29865
85.29865, 5/7/2015 11:54:29 AM,,,,,,82.86337,,,85.29865
85.29865, 5/7/2015 11:54:30 AM,,,,,,82.51089,,,85.29865
85.29865, 5/7/2015 11:54:31 AM,,,,,,82.51089,,,85.29865
85.29865, 5/7/2015 11:54:32 AM,,,,,,82.41476,,,85.29865
85.29865, 5/7/2015 11:54:33 AM,,,,,,82.12638,,,85.29865
85.29865, 5/7/2015 11:54:34 AM,,,,,,81.96616,,,85.29865
85.29865, 5/7/2015 11:54:35 AM,,,,,,81.96616,,,85.29865
85.29865, 5/7/2015 11:54:36 AM,,,,,,81.96616,,,85.29865
85.29865, 5/7/2015 11:54:37 AM,,,,,,81.96616,,,85.29865
85.29865, 5/7/2015 11:54:38 AM,,,,,,81.58164,,,85.29865
85.29865, 5/7/2015 11:54:39 AM,,,,,,81.58164,,,85.29865
85.29865, 5/7/2015 11:54:40 AM,,,,,,81.54961,,,85.29865
85.29865, 5/7/2015 11:54:41 AM,,,,,,81.45348,,,85.29865
85.29865, 5/7/2015 11:54:42 AM,,,,,,81.45348,,,85.29865
85.29865, 5/7/2015 11:54:43 AM,,,,,,81.45348,,,85.29865
85.29865, 5/7/2015 11:54:44 AM,,,,,,81.45348,,,85.29865
85.29865, 5/7/2015 11:54:45 AM,,,,,,81.45348,,,85.29865
85.29865, 5/7/2015 11:54:46 AM,,,,,,81.45348,,,85.29865
85.29865, 5/7/2015 11:54:47 AM,,,,,,81.45348,,,85.29865
85.29865, 5/7/2015 11:54:48 AM,,,,,,81.45348,,,85.29865
85.29865, 5/7/2015 11:54:49 AM,,,,,,81.22917,,,85.29865
85.29865, 5/7/2015 11:54:50 AM,,,,,,81.22917,,,85.29865
85.29865, 5/7/2015 11:54:51 AM,,,,,,81.22917,,,85.29865
85.29865, 5/7/2015 11:54:52 AM,,,,,,80.97282,,,85.29865
85.29865, 5/7/2015 11:54:53 AM,,,,,,80.90874,,,85.29865
85.29865, 5/7/2015 11:54:54 AM,,,,,,80.62035,,,85.29865
85.29865, 5/7/2015 11:54:55 AM,,,,,,80.62035,,,85.29865
85.29865, 5/7/2015 11:54:56 AM,,,,,,80.62035,,,85.29865
85.29865, 5/7/2015 11:54:57 AM,,,,,,80.36401,,,85.29865
85.29865, 5/7/2015 11:54:58 AM,,,,,,80.36401,,,85.29865
85.29865, 5/7/2015 11:54:59 AM,,,,,,80.36401,,,85.29865
85.29865, 5/7/2015 11:55:00 AM,,,,,,80.36401,,,85.29865
85.29865, 5/7/2015 11:55:01 AM,,,,,,80.36401,,,85.29865
85.29865, 5/7/2015 11:55:02 AM,,,,,,80.36401,,,85.29865
85.29865, 5/7/2015 11:55:03 AM,,,,,,80.36401,,,85.29865
85.29865, 5/7/2015 11:55:04 AM,,,,,,80.36401,,,85.29865
85.29865, 5/7/2015 11:55:05 AM,,,,,,80.13971,,,85.29865
85.29865, 5/7/2015 11:55:06 AM,,,,,,80.13971,,,85.29865
85.29865, 5/7/2015 11:55:07 AM,,,,,,79.72314,,,85.29865
85.29865, 5/7/2015 11:55:08 AM,,,,,,79.72314,,,85.29865
85.29865, 5/7/2015 11:55:09 AM,,,,,,79.85132,,,85.29865
85.29865, 5/7/2015 11:55:10 AM,,,,,,79.85132,,,85.29865
85.29865, 5/7/2015 11:55:11 AM,,,,,,79.85132,,,85.29865
85.29865, 5/7/2015 11:55:12 AM,,,,,,79.33863,,,85.29865
85.29865, 5/7/2015 11:55:13 AM,,,,,,79.33863,,,85.29865
85.29865, 5/7/2015 11:55:14 AM,,,,,,79.33863,,,85.29865
85.29865, 5/7/2015 11:55:15 AM,,,,,,79.6911,,,85.29865
85.29865, 5/7/2015 11:55:16 AM,,,,,,79.6911,,,85.29865
85.29865, 5/7/2015 11:55:17 AM,,,,,,79.6911,,,85.29865
85.29865, 5/7/2015 11:55:18 AM,,,,,,79.6911,,,85.29865
85.29865, 5/7/2015 11:55:19 AM,,,,,,79.6911,,,85.29865
85.29865, 5/7/2015 11:55:20 AM,,,,,,79.6911,,,85.29865
85.29865, 5/7/2015 11:55:21 AM,,,,,,79.6911,,,85.29865
85.29865, 5/7/2015 11:55:22 AM,,,,,,79.81927,,,85.29865
85.29865, 5/7/2015 11:55:23 AM,,,,,,79.88336,,,85.29865
85.29865, 5/7/2015 11:55:24 AM,,,,,,79.88336,,,85.29865
85.29865, 5/7/2015 11:55:25 AM,,,,,,79.88336,,,85.29865
85.29865, 5/7/2015 11:55:26 AM,,,,,,79.53089,,,85.29865
85.29865, 5/7/2015 11:55:27 AM,,,,,,79.40272,,,85.29865
85.29865, 5/7/2015 11:55:28 AM,,,,,,79.40272,,,85.29865
85.29865, 5/7/2015 11:55:29 AM,,,,,,79.40272,,,85.29865
85.29865, 5/7/2015 11:55:30 AM,,,,,,79.40272,,,85.29865
85.29865, 5/7/2015 11:55:31 AM,,,,,,79.40272,,,85.29865
85.29865, 5/7/2015 11:55:32 AM,,,,,,78.92207,,,85.29865
85.29865, 5/7/2015 11:55:33 AM,,,,,,78.92207,,,85.29865
85.29865, 5/7/2015 11:55:34 AM,,,,,,78.92207,,,85.29865
85.29865, 5/7/2015 11:55:35 AM,,,,,,78.53755,,,85.29865
85.29865, 5/7/2015 11:55:36 AM,,,,,,78.53755,,,85.29865
85.29865, 5/7/2015 11:55:37 AM,,,,,,78.05691,,,85.29865
85.29865, 5/7/2015 11:55:38 AM,,,,,,78.05691,,,85.29865
85.29865, 5/7/2015 11:55:39 AM,,,,,,78.05691,,,85.29865
85.29865, 5/7/2015 11:55:40 AM,,,,,,77.92873,,,85.29865
85.29865, 5/7/2015 11:55:41 AM,,,,,,77.86465,,,85.29865
85.29865, 5/7/2015 11:55:42 AM,,,,,,77.73648,,,85.29865
85.29865, 5/7/2015 11:55:43 AM,,,,,,77.73648,,,85.29865
85.29865, 5/7/2015 11:55:44 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:45 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:46 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:47 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:48 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:49 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:50 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:51 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:52 AM,,,,,,77.31992,,,85.29865
85.29865, 5/7/2015 11:55:53 AM,,,,,,77.15971,,,85.29865
85.29865, 5/7/2015 11:55:54 AM,,,,,,77.15971,,,85.29865
85.29865, 5/7/2015 11:55:55 AM,,,,,,77.15971,,,85.29865
85.29865, 5/7/2015 11:55:56 AM,,,,,,77.57626,,,85.29865
85.29865, 5/7/2015 11:55:57 AM,,,,,,77.64035,,,85.29865
85.29865, 5/7/2015 11:55:58 AM,,,,,,78.24917,,,85.29865
85.29865, 5/7/2015 11:55:59 AM,,,,,,78.24917,,,85.29865
85.29865, 5/7/2015 11:56:00 AM,,,,,,78.5696,,,85.29865
85.29865, 5/7/2015 11:56:01 AM,,,,,,78.66573,,,85.29865
85.29865, 5/7/2015 11:56:02 AM,,,,,,78.66573,,,85.29865
85.29865, 5/7/2015 11:56:03 AM,,,,,,79.05025,,,85.29865
85.29865, 5/7/2015 11:56:04 AM,,,,,,79.05025,,,85.29865
85.29865, 5/7/2015 11:56:05 AM,,,,,,79.05025,,,85.29865
85.29865, 5/7/2015 11:56:06 AM,,,,,,79.05025,,,85.29865
85.29865, 5/7/2015 11:56:07 AM,,,,,,78.53755,,,85.29865
85.29865, 5/7/2015 11:56:08 AM,,,,,,78.3453,,,85.29865
85.29865, 5/7/2015 11:56:09 AM,,,,,,78.08895,,,85.29865
85.29865, 5/7/2015 11:56:10 AM,,,,,,78.02486,,,85.29865
85.29865, 5/7/2015 11:56:11 AM,,,,,,77.64035,,,85.29865
85.29865, 5/7/2015 11:56:12 AM,,,,,,77.384,,,85.29865
85.29865, 5/7/2015 11:56:13 AM,,,,,,76.83927,,,85.29865
85.2666, 5/7/2015 11:56:14 AM,,,,,,76.67905,,,85.2666
85.07434, 5/7/2015 11:56:15 AM,,,,,,76.03819,,,85.07434
85.07434, 5/7/2015 11:56:16 AM,,,,,,76.00615,,,85.07434
85.07434, 5/7/2015 11:56:17 AM,,,,,,76.00615,,,85.07434
85.07434, 5/7/2015 11:56:18 AM,,,,,,76.00615,,,85.07434
85.07434, 5/7/2015 11:56:19 AM,,,,,,76.00615,,,85.07434
85.07434, 5/7/2015 11:56:20 AM,,,,,,76.00615,,,85.07434
85.33068, 5/7/2015 11:56:21 AM,,,,,,76.00615,,,85.33068
85.33068, 5/7/2015 11:56:22 AM,,,,,,76.00615,,,85.33068
85.33068, 5/7/2015 11:56:23 AM,,,,,,76.00615,,,85.33068
85.33068, 5/7/2015 11:56:24 AM,,,,,,76.32658,,,85.33068
85.33068, 5/7/2015 11:56:25 AM,,,,,,76.32658,,,85.33068
85.33068, 5/7/2015 11:56:26 AM,,,,,,76.32658,,,85.33068
85.33068, 5/7/2015 11:56:27 AM,,,,,,76.32658,,,85.33068
85.33068, 5/7/2015 11:56:28 AM,,,,,,76.32658,,,85.33068
85.33068, 5/7/2015 11:56:29 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:56:30 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:56:31 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:56:32 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:56:33 AM,,,,,,76.35863,,,85.33068
85.33068, 5/7/2015 11:56:34 AM,,,,,,76.51884,,,85.33068
85.33068, 5/7/2015 11:56:35 AM,,,,,,76.51884,,,85.33068
85.33068, 5/7/2015 11:56:36 AM,,,,,,76.51884,,,85.33068
85.33068, 5/7/2015 11:56:37 AM,,,,,,76.61497,,,85.33068
85.33068, 5/7/2015 11:56:38 AM,,,,,,76.80723,,,85.33068
85.33068, 5/7/2015 11:56:39 AM,,,,,,76.80723,,,85.33068
85.33068, 5/7/2015 11:56:40 AM,,,,,,76.4868,,,85.33068
85.07434, 5/7/2015 11:56:41 AM,,,,,,76.16637,,,85.07434
85.07434, 5/7/2015 11:56:42 AM,,,,,,76.16637,,,85.07434
85.07434, 5/7/2015 11:56:43 AM,,,,,,75.94206,,,85.07434
85.23456, 5/7/2015 11:56:44 AM,,,,,,75.62164,,,85.23456
85.23456, 5/7/2015 11:56:45 AM,,,,,,75.33324,,,85.23456
85.23456, 5/7/2015 11:56:46 AM,,,,,,75.33324,,,85.23456
85.23456, 5/7/2015 11:56:47 AM,,,,,,75.14099,,,85.23456
85.23456, 5/7/2015 11:56:48 AM,,,,,,75.14099,,,85.23456
85.23456, 5/7/2015 11:56:49 AM,,,,,,75.14099,,,85.23456
85.23456, 5/7/2015 11:56:50 AM,,,,,,75.14099,,,85.23456
85.23456, 5/7/2015 11:56:51 AM,,,,,,75.01282,,,85.23456
85.23456, 5/7/2015 11:56:52 AM,,,,,,75.01282,,,85.23456
85.23456, 5/7/2015 11:56:53 AM,,,,,,75.01282,,,85.23456
85.23456, 5/7/2015 11:56:54 AM,,,,,,75.01282,,,85.23456
85.23456, 5/7/2015 11:56:55 AM,,,,,,75.36529,,,85.23456
85.23456, 5/7/2015 11:56:56 AM,,,,,,75.36529,,,85.23456
85.23456, 5/7/2015 11:56:57 AM,,,,,,75.36529,,,85.23456
85.23456, 5/7/2015 11:56:58 AM,,,,,,75.36529,,,85.23456
85.23456, 5/7/2015 11:56:59 AM,,,,,,75.36529,,,85.23456
85.23456, 5/7/2015 11:57:00 AM,,,,,,75.36529,,,85.23456
85.23456, 5/7/2015 11:57:01 AM,,,,,,75.36529,,,85.23456
85.23456, 5/7/2015 11:57:02 AM,,,,,,75.68572,,,85.23456
85.23456, 5/7/2015 11:57:03 AM,,,,,,75.68572,,,85.23456
85.23456, 5/7/2015 11:57:04 AM,,,,,,75.84594,,,85.23456
85.23456, 5/7/2015 11:57:05 AM,,,,,,75.84594,,,85.23456
85.23456, 5/7/2015 11:57:06 AM,,,,,,75.97411,,,85.23456
85.23456, 5/7/2015 11:57:07 AM,,,,,,75.97411,,,85.23456
85.23456, 5/7/2015 11:57:08 AM,,,,,,76.19841,,,85.23456
85.23456, 5/7/2015 11:57:09 AM,,,,,,76.19841,,,85.23456
85.23456, 5/7/2015 11:57:10 AM,,,,,,76.19841,,,85.23456
85.23456, 5/7/2015 11:57:11 AM,,,,,,76.35863,,,85.23456
85.23456, 5/7/2015 11:57:12 AM,,,,,,76.35863,,,85.23456
85.23456, 5/7/2015 11:57:13 AM,,,,,,76.61497,,,85.23456
85.23456, 5/7/2015 11:57:14 AM,,,,,,76.61497,,,85.23456
85.23456, 5/7/2015 11:57:15 AM,,,,,,76.61497,,,85.23456
85.23456, 5/7/2015 11:57:16 AM,,,,,,76.61497,,,85.23456
85.23456, 5/7/2015 11:57:17 AM,,,,,,76.61497,,,85.23456
85.23456, 5/7/2015 11:57:18 AM,,,,,,76.61497,,,85.23456
85.23456, 5/7/2015 11:57:19 AM,,,,,,76.61497,,,85.23456
85.33068, 5/7/2015 11:57:20 AM,,,,,,76.61497,,,85.33068
85.33068, 5/7/2015 11:57:21 AM,,,,,,76.61497,,,85.33068
85.33068, 5/7/2015 11:57:22 AM,,,,,,76.61497,,,85.33068
85.33068, 5/7/2015 11:57:23 AM,,,,,,76.61497,,,85.33068
85.33068, 5/7/2015 11:57:24 AM,,,,,,76.35863,,,85.33068
85.33068, 5/7/2015 11:57:25 AM,,,,,,76.35863,,,85.33068
85.33068, 5/7/2015 11:57:26 AM,,,,,,76.35863,,,85.33068
85.33068, 5/7/2015 11:57:27 AM,,,,,,76.35863,,,85.33068
85.33068, 5/7/2015 11:57:28 AM,,,,,,76.35863,,,85.33068
85.10638, 5/7/2015 11:57:29 AM,,,,,,76.35863,,,85.10638
85.10638, 5/7/2015 11:57:30 AM,,,,,,76.35863,,,85.10638
85.10638, 5/7/2015 11:57:31 AM,,,,,,76.19841,,,85.10638
85.10638, 5/7/2015 11:57:32 AM,,,,,,76.19841,,,85.10638
85.10638, 5/7/2015 11:57:33 AM,,,,,,76.19841,,,85.10638
85.23456, 5/7/2015 11:57:34 AM,,,,,,76.19841,,,85.23456
85.33068, 5/7/2015 11:57:35 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:36 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:37 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:38 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:39 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:40 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:41 AM,,,,,,76.19841,,,85.33068
85.17047, 5/7/2015 11:57:42 AM,,,,,,76.19841,,,85.17047
85.17047, 5/7/2015 11:57:43 AM,,,,,,76.19841,,,85.17047
85.17047, 5/7/2015 11:57:44 AM,,,,,,76.19841,,,85.17047
85.17047, 5/7/2015 11:57:45 AM,,,,,,76.19841,,,85.17047
85.17047, 5/7/2015 11:57:46 AM,,,,,,76.19841,,,85.17047
85.17047, 5/7/2015 11:57:47 AM,,,,,,76.19841,,,85.17047
85.17047, 5/7/2015 11:57:48 AM,,,,,,76.19841,,,85.17047
85.17047, 5/7/2015 11:57:49 AM,,,,,,76.19841,,,85.17047
85.17047, 5/7/2015 11:57:50 AM,,,,,,76.19841,,,85.17047
85.33068, 5/7/2015 11:57:51 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:52 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:53 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:54 AM,,,,,,76.19841,,,85.33068
